system:index,Algae_Tao,Dien_Tich_Nuoc_km2,NDTI_DoDuc,Nam,Thang,Tinh,.geo
0_11_29,0.09951206205717149,179.06280084846816,-0.06596136365626737,2020,12.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_30,0.04092838267703948,200.44290636746317,-0.12489896099316107,2020,12.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_31,-0.057824688303694506,138.92857414074754,-0.025423864918729368,2020,12.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_32,0.14891516225941556,243.5886913776961,-0.08386227217641498,2020,12.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_33,-0.16184602014384983,601.4959146198529,0.03151747955200794,2020,12.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_0,0.07104178037941934,421.1393653008579,-0.07372455918226041,2021,1.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_1,-0.07405074601211444,68.36332055612746,-0.06688872942951775,2021,1.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_2,0.09562550492275866,1299.0249395079045,-0.05273358071845094,2021,1.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_3,0.0062993010592251085,282.8729512031863,-0.020956353980356893,2021,1.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_4,,0.0,,2021,1.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_5,0.00437624563169911,112.91104442236521,-0.12898857609292952,2021,1.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_6,-0.08012080264469015,267.80463962236524,-0.09517733841993392,2021,1.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_7,0.06013617811901528,24.672506601225493,-0.12118077587142756,2021,1.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_8,-0.22175039160426602,433.22596545091915,-0.24256188422188507,2021,1.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_9,-0.15176759077725302,294.44632480661767,-0.047696391950366596,2021,1.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_10,-0.19634782950055185,234.41186041207112,-0.10448903410229972,2021,1.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_11,0.007958485716986511,223.55510685649514,-0.06258298936221149,2021,1.0,Ha Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_12,0.03779358278158413,283.61640712898276,-0.05759146779526704,2021,1.0,Ha Tinh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_13,-0.004261757445679412,159.01226616249994,-0.034669074225552425,2021,1.0,Hai Phong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_14,-0.14137521236525608,351.44451397034317,-0.14328612372271327,2021,1.0,Ho Chi Minh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_15,-0.07823879686818278,99.19714488541666,-0.009646898575939852,2021,1.0,Hung Yen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_16,-0.10525781957000925,115.6329864755515,-0.12022721033112263,2021,1.0,Khanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_17,0.11306506929614381,166.3986574389706,-0.10180494213087862,2021,1.0,Lai Chau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_18,-0.14564893063801118,185.52052837916673,-0.23513280699419553,2021,1.0,Lam Dong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_19,0.3161594353418435,7.6952652086397055,-0.10120184790112276,2021,1.0,Lang Son,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_20,0.01177135977270899,238.61900017254902,-0.22043883200649636,2021,1.0,Lao Cai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_21,0.08973654013413704,387.31778125288,-0.048000717797731116,2021,1.0,Nghe An,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_22,-0.02106570832107395,307.9506147929535,0.023443292793332803,2021,1.0,Ninh Binh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_23,-0.005760884985331436,207.86989881023283,-0.12928037288563382,2021,1.0,Phu Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_24,-0.28493214998941874,118.02915521268385,-0.14502496168442114,2021,1.0,Quang Ngai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_25,0.11785251235177607,145.60473373664212,-0.11392424960378168,2021,1.0,Quang Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_26,-0.03327653220122674,273.91968997542904,-0.07532885632554691,2021,1.0,Quang Tri,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_27,0.014179659603088382,173.4949908425858,-0.18804814592294414,2021,1.0,Son La,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_28,-0.23205629975910133,195.17391554595596,-0.16107410959377952,2021,1.0,Tay Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_29,-0.20836517037962304,24.74169024197304,-0.19022541354709616,2021,1.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_30,0.06038895579375667,366.00305540263486,-0.03234865252237837,2021,1.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_31,-0.0411910107919529,116.24490350845596,-0.1501956186036577,2021,1.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_32,0.0023000681173854214,34.337720704411765,-0.3053775147987417,2021,1.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_33,-0.1425484557160737,484.80452100796555,-0.024546317579518275,2021,1.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0,0.04295066653625986,374.10825764957104,-0.07361999392536722,2021,2.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1,-0.03433985741455042,244.2624788564951,-0.02168230320814695,2021,2.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2,0.06428325849761873,1067.977512929657,-0.03511693669162536,2021,2.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3,-0.19865246366640693,222.21901399276965,-0.030662046872838137,2021,2.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4,0.14751557047527872,4.356100671875,-0.09022996672674229,2021,2.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_5,-0.06071069991336969,121.45631099589458,-0.24247657984377866,2021,2.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_6,-0.17575134083045083,198.99441331225495,-0.18515719436313474,2021,2.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_7,0.019241585276071598,17.22228463462009,-0.1850714791764314,2021,2.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_8,-0.16952432848336088,428.84949293823536,-0.20550018689837646,2021,2.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_9,-0.12297747326997863,309.20852354307596,-0.050385252053433194,2021,2.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_10,-0.18784563922212189,230.58609295845596,-0.1744465917964229,2021,2.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_11,0.045771509974356014,485.8099054295957,-0.02947931852285144,2021,2.0,Ha Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_12,0.10963600355419469,200.3086023115809,-0.12386368493846078,2021,2.0,Ha Tinh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_13,0.029498547606240384,479.2022334724265,-0.0241421842573099,2021,2.0,Hai Phong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_14,-0.05329501796354894,359.8251126273284,-0.1139466651171053,2021,2.0,Ho Chi Minh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_15,0.05039862619582157,587.6069527755516,0.01663702539708356,2021,2.0,Hung Yen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_16,-0.11652432527275006,118.26322628278196,-0.12224055154870178,2021,2.0,Khanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_17,0.03788272800838545,66.67216581574755,-0.19119871234217914,2021,2.0,Lai Chau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_18,-0.11401320742501053,149.14482765459562,-0.2585818632547765,2021,2.0,Lam Dong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_19,0.19425035260523363,14.444571048100492,-0.10968243724899893,2021,2.0,Lang Son,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_20,0.05842617516625447,291.73551129375,-0.09310485676533564,2021,2.0,Lao Cai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_21,0.09661818427721783,104.13433291819852,-0.11430768668941399,2021,2.0,Nghe An,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_22,0.023578425729880625,958.7871129149507,0.008261498606385413,2021,2.0,Ninh Binh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_23,0.07077789021079758,231.13161102156866,-0.10903934755260157,2021,2.0,Phu Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_24,-0.1939654815944471,106.9999366019608,-0.25415961126501235,2021,2.0,Quang Ngai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_25,0.08107211980080707,282.02491368345545,-0.13693308297319115,2021,2.0,Quang Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_26,0.04588906819645787,162.7395981346201,-0.1271282919463734,2021,2.0,Quang Tri,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_27,-0.00339638610441176,188.7324611425245,-0.173579582600414,2021,2.0,Son La,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_28,-0.19979686213784045,166.80064484767158,-0.1510279833981256,2021,2.0,Tay Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_29,0.07112476181918381,84.10312432794116,-0.10044865461149877,2021,2.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_30,0.09243675102670654,314.63686699240196,-0.06078802411353813,2021,2.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_31,0.01531664300585254,75.60106187634797,-0.21515993358022895,2021,2.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_32,0.15430303549508442,305.8491810371323,-0.0977099523391807,2021,2.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_33,-0.16409940924576166,513.4380860101104,-0.04862968046903341,2021,2.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,0.011460197876919239,417.2423956284925,-0.069138381346992,2021,3.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_1,0.19860527593733288,74.92817127199753,-0.08709011366612876,2021,3.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2,0.03150064947393809,1071.7205732677082,-0.03268962014057002,2021,3.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_3,-0.15132234337675152,192.90896920857844,-0.008053237218335802,2021,3.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_4,0.12124968609769349,292.63581627818627,-0.08444832286992528,2021,3.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_5,0.02528987321572073,120.40724562181371,-0.1769117920950005,2021,3.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_6,-0.1538096649422696,159.00395611158092,-0.16929610990038182,2021,3.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_7,0.12640143232242565,46.52213340189951,-0.08733875386306053,2021,3.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_8,-0.20774152474149057,399.7016787864584,-0.26348783737722936,2021,3.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_9,-0.22938626241471,222.4976095202819,-0.06160401005981813,2021,3.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_10,-0.13680030978135949,189.99074965153187,-0.17347226052101686,2021,3.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_11,0.11372483675304443,42.89817579662991,-0.07513381579716771,2021,3.0,Ha Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_12,0.058969648045025594,126.51128668075978,-0.13669739317782242,2021,3.0,Ha Tinh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_13,0.14904797222137808,102.4289923337623,-0.06970301159535454,2021,3.0,Hai Phong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_14,-0.14525011575795177,314.8471310716911,-0.10095773246055083,2021,3.0,Ho Chi Minh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_15,0.1826910125683374,70.68810544129902,-0.07302150422344912,2021,3.0,Hung Yen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_16,-0.09463943822430394,97.04915469687505,-0.0840516552824165,2021,3.0,Khanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_17,0.14920917873084974,162.53581055741424,-0.10037679178184468,2021,3.0,Lai Chau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_18,-0.1273541742925263,124.14573042751226,-0.23697184517231448,2021,3.0,Lam Dong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_19,0.2031401552734535,113.44185604840685,-0.10524208371564409,2021,3.0,Lang Son,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_20,0.12018395859518713,257.31562472567407,-0.08624583871368532,2021,3.0,Lao Cai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_21,0.050657725597999914,103.61904577990195,-0.1342333933203086,2021,3.0,Nghe An,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_22,0.09415539651441958,131.72286134791673,-0.06179372259204976,2021,3.0,Ninh Binh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_23,0.06992722237161879,280.80313225153185,-0.08637789618081697,2021,3.0,Phu Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_24,-0.11746554902275902,86.12661851672796,-0.2518457936276877,2021,3.0,Quang Ngai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_25,0.12403795642802136,205.2273950718136,-0.07752954913950748,2021,3.0,Quang Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_26,-0.07973448731192613,106.93693795030642,-0.17244807585385644,2021,3.0,Quang Tri,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_27,0.07622116575802039,250.0788491748162,-0.10145402026992892,2021,3.0,Son La,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_28,-0.2662856569384474,127.62132475680147,-0.14042240575575024,2021,3.0,Tay Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_29,0.18329753342336047,221.35359052015937,-0.10281925661178555,2021,3.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_30,0.04923625785700885,196.17929267971812,-0.08246283574328997,2021,3.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_31,0.008444184397880977,68.69413421507342,-0.16389003076611336,2021,3.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_32,0.12451376475888004,101.76076673210785,-0.09140727237711137,2021,3.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_33,-0.21091892472310517,422.0274443965687,-0.003704062810722937,2021,3.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0,0.03493349739403192,553.1362387571693,-0.03765078342883051,2021,4.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_1,-0.058885807326218696,19.688095739031862,-0.10773770651891193,2021,4.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_2,0.015158617522466581,693.4140475802084,-0.0477590822729657,2021,4.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_3,-0.06087781084727796,128.2535337094976,-0.021362244983326374,2021,4.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_4,0.17675186313476116,247.49717235165443,-0.09141233758696979,2021,4.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_5,-0.017839779685244795,101.2612490496936,-0.15761462601208706,2021,4.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_6,-0.06054544438245429,130.71068989724267,-0.11083001997092014,2021,4.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_7,-0.00849938881816922,12.72284132996323,-0.1259426534978406,2021,4.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_8,-0.12556089680393523,373.330922375429,-0.21748783863277374,2021,4.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_9,-0.05694948446599087,275.1879886449755,-0.05402591211219584,2021,4.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_10,-0.09520796166694716,191.70211713615197,-0.13323400939389674,2021,4.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_11,0.15196425362742697,28.723245034803927,-0.09319038384596237,2021,4.0,Ha Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_12,-0.010695382577877215,94.145132321875,-0.14058281363233546,2021,4.0,Ha Tinh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_13,0.09594792215323285,42.32896780214461,-0.08215069678184031,2021,4.0,Hai Phong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_14,-0.10797511334827013,317.6663049742034,-0.10255800455585222,2021,4.0,Ho Chi Minh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_15,0.14748279200515582,17.179444349509804,-0.08510621312868445,2021,4.0,Hung Yen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_16,-0.10100788571017955,57.41857930398284,-0.07195807889845551,2021,4.0,Khanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_17,-0.07003971071583097,46.886810066727946,-0.12399428480721213,2021,4.0,Lai Chau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_18,-0.07485248660597993,107.11307783498775,-0.17402534470708447,2021,4.0,Lam Dong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_19,0.12055330742247587,92.17242341758578,-0.0719213730132752,2021,4.0,Lang Son,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_20,0.0574627848109595,470.57902013664227,-0.0869111148945275,2021,4.0,Lao Cai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_21,0.1102599464933592,142.6955185699755,-0.10167069011932223,2021,4.0,Nghe An,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_22,0.13779291052811632,30.69764075667893,-0.07912658548768456,2021,4.0,Ninh Binh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_23,0.06589551220789328,209.13368971605385,-0.07993190313214266,2021,4.0,Phu Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_24,-0.11024179473442439,80.96547453602943,-0.22355029679396574,2021,4.0,Quang Ngai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_25,0.05468465798856931,43.102380691053924,-0.09212436929409583,2021,4.0,Quang Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_26,-0.01190596007718551,66.6312661925858,-0.15650200892060384,2021,4.0,Quang Tri,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_27,-0.07069669656470792,142.23417349577207,-0.1381159577036273,2021,4.0,Son La,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_28,-0.09303826764763655,153.6552273498162,-0.09893450951743046,2021,4.0,Tay Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_29,0.1386954368035828,293.13462251550243,-0.08051802705325053,2021,4.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_30,0.12274312006598097,93.58417232383577,-0.08195966331667011,2021,4.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_31,0.028814960734007782,44.238011887254885,-0.14217613737556706,2021,4.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_32,0.1422802031113327,499.89347253149504,-0.0886717338979797,2021,4.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_33,-0.1565308435735197,336.88583673039216,-0.025583114989734063,2021,4.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0,0.024017245805668212,417.84566655484065,-0.04551822516725262,2021,5.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_1,0.07535637754224536,20.74560733008579,-0.08416332540678952,2021,5.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_2,-0.004551839922238605,748.6389039099879,-0.05043903678749357,2021,5.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_3,-0.16416144999269208,237.21790249638474,-0.023224760617677413,2021,5.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_4,0.07791549742523005,21.91746160502451,-0.05091862488977152,2021,5.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_5,-0.08833020242799197,84.5798190954044,-0.22343189625281384,2021,5.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_6,-0.14673458913626247,125.67143974074759,-0.14818615059932347,2021,5.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_7,0.026901083332623886,24.885793569056368,-0.09516680492276534,2021,5.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_8,-0.20593118434710359,343.83837558241424,-0.2056206514386962,2021,5.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_9,-0.19745751113796817,225.7778089270833,-0.08362322869786397,2021,5.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_10,-0.13402950285752724,155.81917011041668,-0.14775684958424637,2021,5.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_11,0.03422012466022828,85.23991301372544,-0.09808121737894435,2021,5.0,Ha Noi,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_12,-0.12626007753879043,68.36141568535538,-0.2180271897027685,2021,5.0,Ha Tinh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_13,-0.016770328228550936,29.437633071262255,-0.07825782144917522,2021,5.0,Hai Phong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_14,-0.12184548967907291,309.70803239699757,-0.1194758175188812,2021,5.0,Ho Chi Minh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_15,-0.01766641776167522,25.036512372671567,-0.06359092686616381,2021,5.0,Hung Yen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_16,-0.06610352252335094,71.96009555306374,-0.09339889186119422,2021,5.0,Khanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_17,-0.10681751586709237,24.21704154025735,-0.1390308906860672,2021,5.0,Lai Chau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_18,-0.09931808496077615,129.16688696066174,-0.19723950713373561,2021,5.0,Lam Dong,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_19,0.13763833586688912,20.25693494730392,-0.07947840352587329,2021,5.0,Lang Son,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_20,-0.05668096210433186,98.0847000283701,-0.206208653542537,2021,5.0,Lao Cai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_21,-0.11149715285465783,73.93434022028187,-0.14570289829973077,2021,5.0,Nghe An,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_22,-0.05163022244115687,36.337248691482856,-0.06966960383665453,2021,5.0,Ninh Binh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_23,-0.09141875058186276,104.76654847383581,-0.16197574752004806,2021,5.0,Phu Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_24,-0.164076846916806,59.545288965502465,-0.23555528026346764,2021,5.0,Quang Ngai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_25,0.0039243365201088,107.2731016973652,-0.07911021292706225,2021,5.0,Quang Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_26,-0.026266146598999906,75.94825225870099,-0.14581728886821324,2021,5.0,Quang Tri,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_27,-0.18499942284307755,106.1065832367647,-0.1484470951045834,2021,5.0,Son La,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_28,-0.21377485386856312,109.38786998468139,-0.11117513600775492,2021,5.0,Tay Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_29,0.07151483005489541,81.64604860643382,-0.07405202982295153,2021,5.0,Thai Nguyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_30,-0.049946138483076934,50.88085396200981,-0.13583468981392907,2021,5.0,Thanh Hoa,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_31,-0.06333532611927377,32.333423016237745,-0.24006997253331946,2021,5.0,Thua Thien Hue,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_32,0.017598863945541072,37.17779238112745,-0.12809283283368714,2021,5.0,Tuyen Quang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_33,-0.24723096825573057,445.738837545343,-0.05605502828924517,2021,5.0,Vinh Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_0,0.004524071560350984,346.23586733235294,-0.07598219292361498,2021,6.0,An Giang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_1,0.05336039177498191,68.5528239254902,-0.012578270382532607,2021,6.0,Bac Ninh,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_2,0.049116646403891885,1173.2082435827815,-0.06801516162923503,2021,6.0,Ca Mau,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_3,-0.09732778034145237,258.70861105490195,-0.010671703349973135,2021,6.0,Can Tho,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_4,0.12542159731865998,4.250405478002452,-0.05648747681302321,2021,6.0,Cao Bang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_5,-0.09394942404485757,71.59057006838233,-0.19428609698758856,2021,6.0,Da Nang,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_6,-0.11514683420020881,121.19586336936277,-0.10200996575930499,2021,6.0,Dak Lak,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_7,0.07030959433304208,8.117635404595589,-0.033435121783981496,2021,6.0,Dien Bien,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_8,-0.14406967259332595,264.5691233303309,-0.09388212472231125,2021,6.0,Dong Nai,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_9,-0.20466537209168573,259.75234691525736,-0.05077939225160176,2021,6.0,Dong Thap,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_10,-0.10987691938933265,156.5483659665441,-0.11350988402699368,2021,6.0,Gia Lai,"{""type"":""MultiPoint"",""coordinates"":[]}"
